"name","introduction","altname","pathogenic_site","department","population","symptom","inspect","complication","treatment","medication"
"粘连性中耳炎","粘连性中耳炎(adhesive otitis media)是中耳内纤维组织增生或瘢痕形成，是既往中耳炎症的结果。常于儿童时期发病。","不张性中耳炎","耳","耳鼻喉科","儿童","听力下降,耳鸣,听力减退,听力减退,听力缺陷","听力检查,耳镜检查法","耳后骨膜下脓肿,迷路炎,脑膜炎","手术治疗","金莲花分散片,阿莫西林克拉维酸钾(14:1)干混悬剂,施保利通片,详细"
"小儿龋病","龋病(dental caries)是牙齿硬组织逐渐被破坏的一种疾病。发病初始在牙冠，如不及时治疗，病变继续发展，破坏牙冠表面，形成龋洞，称为龋齿。未经治疗的龋洞是不会自行愈合的，其发展可至牙冠完全破坏，仅残留牙根，最终导致牙齿丧失。龋病是细菌性疾病，因此它可以继发牙髓炎或根尖周炎，甚至引起牙槽骨和颌骨炎症。同时，龋齿的继发感染可以形成病灶(focal infection)可导致或加重关节炎、心内膜炎、慢性肾炎或眼病等多种其他疾病。","小儿龋,小儿龋齿,小儿龋牙","口","口腔科,儿科","儿童人群","牙釉质腐蚀,牙齿遇冷热痛,感觉过敏,牙齿黑斑,牙齿遇冷热痛","心电图,牙髓电活力,白细胞数,肝功能,肾功能","牙龈炎","药物治疗、手术治疗","龙牡壮骨颗粒,葡萄糖酸钙锌口服溶液,复方鹧鸪菜散,详细"
"急性单纯性咽炎","急性单纯性咽炎（acute simple pharyngitis）为咽部粘膜及粘膜下组织的急性炎症。咽淋巴组织亦常被累及。炎症早期可局限于某一部分，随病情进展常可涉及整个咽腔。","咽部粘膜及粘膜下组织急性炎症","咽喉","耳鼻喉科","儿童","咽痛,淋巴结肿大,喉部刺痛,喉咙冒黏液,咽部充血","耳、鼻、咽拭子细菌培养,药敏试验","鼻窦炎","中药、西药","一清颗粒,利咽灵片,匹多莫德颗粒剂,详细"
"溃疡坏死性口炎","溃疡坏死性口炎(necrotizing ulcerative stomatitis)是一种严重的由Vincent螺旋体或梭形杆菌感染而引起的口腔坏疽性病变。","坏疽性口炎,坏死溃疡性口炎","口","口腔科","免疫力低下、经常感冒的人易...","顽固性口腔溃疡,口腔黏膜溃疡","WBC,口腔内窥镜","灰指甲,小儿鹅口疮","中医药物治疗、西医药物治疗","口炎清颗粒,咽炎清片,维生素B1片,详细"
"气压创伤性中耳炎","在大气压骤然改变时，咽鼓管口不能顺利开放以调节鼓室内压力，因而引起鼓室损伤，类似无菌性中耳炎，称为气压损伤。正常情况下，咽鼓管在吞咽、呵欠和擤鼻时进行瞬间开放，使鼓室内气压和外界气压保持平衡。当咽鼓管有病理改变时，如感冒、鼻窦炎、鼻咽肿瘤、鼻息肉、鼻中隔偏曲、腭咽肌麻痹和上颌关节咬合不良等，或在睡觉和昏迷中，咽鼓管失去正常调节气压的功能，这是在内在因素。外界气压骤然巨变，如海军潜水、空军升空和高压氧舱治疗等，如没有很好的防护措施，很容易发生气压性鼓室损伤，这是外界因素。","气压损伤","耳","耳鼻喉科","所有人群","剧痛,耳鸣,耳鼓膜破裂,外伤性出血,耳痛","听力检查,耳部检查,耳镜检查法","耳聋","药物治疗","罗红霉素胶囊,头孢呋辛酯片,盐酸米诺环素胶囊,详细"
"甲状舌囊肿及瘘管","先天性甲状舌囊肿及瘘管又名颈前正中囊肿及瘘管，是在甲状腺发生过程中，甲状舌管未退化或未完全退化消失而产生的。可发生于自舌盲孔至胸骨上切迹之间的任何部位。甲状舌瘘管的内瘘口位于舌盲孔，外瘘口在颈前正中线上或稍偏一侧。囊肿位于舌骨下方时，连接囊肿和舌盲孔之间的瘘管可经舌骨前、舌骨内或舌骨后走行，以从舌骨后走行者多见。","颈前正中囊肿及瘘管","颈部","口腔科","小儿和青年多见","舌根部脓肿,舌骨区有肿胀压痛,咽部异物感,甲状软骨下可触及异物撞击震动感,舌头上有长时间不愈溃疡","基础代谢,甲状腺血流显像,瘘管试验","咽部异物","手术治疗","肾骨胶囊,抗骨质增生丸,详细"
"外耳道真菌病","外耳道真菌病（otomycosis exteRNA）是外耳道的真菌感染性疾病。","外耳道真菌感染，外耳道真菌病","耳","耳鼻喉科","所有人群","外耳道癣,耳内流脓,耳痛,真菌感染,耳痛","真菌培养","中耳炎","药物治疗","盐酸洛美沙星滴耳液,达克宁乳膏20mg/g,注射用甲泼尼龙琥珀酸钠,详细"
"内耳膜迷路积水","内耳膜迷路积水-耳性眩晕综合征即梅尼埃病(Ménière disease)又称Ménière综合征、耳病性眩晕、迷路病、膜迷路积水等，1861年由法国医师Ménière最早记载了一侧性耳鸣-耳聋-眩晕三联症，并提出“内耳性眩晕说”，为非炎症性内耳性眩晕症。","小儿Meniere综合征,小儿耳病性眩晕,小儿梅尼埃病,小儿迷路病,小儿迷路水肿-耳性眩晕综合症","颅脑","神经内科,耳鼻喉科,儿科","所有人群","听力减退,恶心与呕吐,耳鸣,恶心,面色苍白","听力检查,心电图,耳蜗电图,颅脑CT","眩晕,耳聋",,"谷维素,维生素B1,详细"
"药物性鼻炎","药物性鼻炎，即药源性鼻炎症，是不恰当的用药(主要是鼻腔用药)长期持续作用，损害鼻粘膜纤毛的结构，从而影响鼻粘膜的生理功能，产生临床病症。是一种慢性鼻炎。","药源性鼻炎","鼻","耳鼻喉科","所有人群","鼻粘膜苍白水肿,鼻分泌物增多,鼻毛脱落,鼻甲肿胀,鼻塞","前鼻镜,鼻腔检查","None",,"玻璃酸钠滴眼液,注射用还原型谷胱甘肽,凉血祛风糖浆,详细"
"鼻鼽","以突然和反复发作的鼻痒、喷嚏、流清涕、鼻塞等为特征的一种常见、多发性鼻病。又称鼽嚏。相当于西医的过敏性鼻炎。","鼽嚏","耳","耳鼻喉科,中医科","所有人群均可发病","头痛,鼻塞,流清涕,鼻痒,打喷嚏",,"鼻疽,鼻疔,鼻红粒病,鼻旁窦支气管综合征","药物治疗","康乐鼻炎片,滴通鼻炎水喷雾剂,感冒清热颗粒(无蔗糖),详细"
"上颌前突","上颌前突是指下颌在头部的位置正常，上颌向前突出于下颌之前，形成深超牙合。是很常见的牙颌畸形。其可由遗传、不良习惯及疾病而引起。","None","口","口腔科","女性患者较多","颌突畸形,颌骨发育过度,张嘴颌骨响,下颌角外翻,颌突畸形","口腔内窥镜","前牙反合","口腔矫正治疗、手术治疗","盐酸米诺环素胶囊,头孢呋辛酯片,详细"
"鼻恶性肉芽肿","恶性肉芽肿多始于鼻部，之后渐延及面部中线，是一种以进行性坏死性溃疡为临床特征的少见肉芽肿。本病病因未明，病理检查多为慢性非特异性肉芽组织和坏死，其中有多种成分的炎症细胞浸润。由于病理实体各异，故其命名与分类繁多，诸如坏死性肉芽肿。致死性中线性肉芽肿、面中部特发性肉芽肿及中线恶性网织细胞增生症等。目前临床习用恶性肉芽肿。","None","鼻","耳鼻喉科,肿瘤科","所有人群","腭部穿孔,鼻粘膜肿胀,弛张热,间歇性鼻阻塞,带血性分泌物","CT检查,WBC,血沉","肾功能衰竭","手术治疗、药物治疗","甘露聚糖肽片,甘露聚糖肽片,甲氨蝶呤片,详细"
"深覆合","深覆合是一种上下颌牙弓的垂直关系的异常。指的是上前牙切缘盖过下前牙牙冠长度1/3者或下前牙咬合于上前牙舌侧1/3以上者。","None","口","口腔科,外科","儿童","创伤,唇外翻,牙齿异常","X线头影测量,口腔内窥镜","面部偏侧萎缩,抑郁症","口腔矫正治疗","多巴丝肼片,归脾合剂,定制式固定义齿,详细"
"涎腺混合瘤","涎腺混合瘤(mixed tumor of salivary gland)是发生在大涎腺和小涎腺的一种良性肿瘤。任何年龄均可发生，以30-50岁为多见。男女发病无明显差异。因发生于外、中胚叶，肿瘤内含有上皮组织、结缔组织、肌肉组织及黏液瘤样组织等，故Minssen(1896)称其为混合瘤，亦称多形性腺瘤(Pleomorphic adenoma)。混合瘤并非绝对良性，属低度恶性的肿瘤，也称临界瘤。","涎腺多形性腺瘤","口","口腔科,肿瘤科"," 30～40岁女性","颈部淋巴结肿大,持续性疼痛,生长缓慢,皮肤粘连,面神经瘫痪","CT检查,免疫病理检查,头面部触诊,涎腺B超声,颅脑超声检查","面瘫,涎瘘","手术治疗","注射用盐酸平阳霉素,详细"
"牙列稀疏","牙列稀疏有四种类型：一是牙体形态小，颌骨形态正常；二是先天缺牙，颌骨形态正常；三是牙体形态正常，颌骨过大；四是拔牙后不镶牙，引起近远中邻牙移位而产生间隙。有了以上四种原因都可以在牙间产生间隙而形成牙列稀疏。","None","口","口腔科","所有人群，不良习惯（如：舔...","门齿间距增宽,暴牙,牙缝增宽,牙齿缝隙大,牙齿小而稀疏","口腔内窥镜","牙龈炎,精神障碍","口腔修复治疗支持性治疗","人工牛黄甲硝唑胶囊,冰硼含片,复合树脂纤维,详细"
"小儿病毒感染性口炎","病毒感染性口炎中疱疹性口炎(herpetic stomatitis)的发病率最高，是由疱疹病毒感染引起的口腔黏膜疾病。可发生于唇及口周皮肤，可单发，也可多发。具有自限性。","儿童病毒感染性口炎","口","儿科,口腔科","儿童人群","充血,红晕,水肿,拒食,溃疡","脑电图,补体结合试验","小儿惊厥","药物治疗","丁硼乳膏,丁硼乳膏,小儿广朴止泻口服液,详细"
"颌周蜂窝织炎","颌周蜂窝织炎是指发生在颌骨周围筋膜间隙组织的急性炎症。在上下颌内周围分别有咀嚼肌及表情肌等。这些肌肉之间、肌肉与颌骨之间充满疏松的结缔组织，形成一些潜在的间隙。因解剖部位的不同，各间隙有其特定的名称，如咬肌下间隙、颌下间隙等。感染入侵这些部位时，便可发生颌周蜂窝织炎或称间隙感染。","None","口","口腔科","所有人群","呼吸困难,继发感染,舌运动受限,脸部疼痛,下巴关节疼",,"心肌炎,心力衰竭,心包炎","药物治疗支持性治疗","消炎灵片,鱼石脂软膏,头孢妥仑匹酯片,详细"
"唇舌水肿及面瘫综合征","唇舌水肿及面瘫综合征又称Melkersson-Rosenthel综合征，发病较迅速，面舌肿胀并伴肿胀侧面肌瘫痪，常可见舌面肿起或有较深纵向裂沟的舌体，为本综合征的特征性表现。本综合征由Melkersson(1928)首先描述，之后Rosenthel(1930)发现除面、唇部肿胀伴面肌麻痹外，尚有舌面纵向裂沟，似阴囊皮肤皱纹。","唇舌水肿及面瘫综合症","口","神经内科,口腔科","所有人群","听觉过敏,麻痹,味觉减退,味觉减退,听觉过敏","眼底检查,脑电图,血液生化六项,颅底片","瘫痪","对症治疗","甲泼尼龙,泼尼松龙,人血白蛋白,详细"
"悬雍垂过长症","悬雍垂过长症（enlongated uvula）是由于鼻窦、鼻咽、口咽、扁桃体慢性炎症刺激，导致悬雍垂发炎，使其肌肉组织变性，粘膜水肿向下伸展，引起悬雍垂变细和增长。此外，发育异常也为病因之一。正常的悬雍垂与舌面不接触，如与舌面接触且有症状者，称之为悬雍垂过长症。","None","咽喉","耳鼻喉科","所有人群","咽部异物感,恶心,悬雍垂松弛细长,恶心与呕吐,咳嗽","吞咽试验法,纤维鼻咽镜","呕吐","对症治疗药物治疗支持性治疗手术治疗","阿莫西林双氯西林钠胶囊,阿莫西林胶囊,滇桂艾纳香胶囊,详细"
"迷路炎","迷路炎为耳部感染侵入内耳骨迷路或膜迷路所致，是化脓性中耳乳突炎较常见的并发症","前庭神经炎,内耳炎，前庭麻痹症","耳","耳鼻喉科","所有人群","耳鸣,白细胞增多,听力减退,恶心与呕吐,听力减退","WBC,冷热试验","耳鸣,肾虚耳鸣,耳聋","药物治疗、手术治疗","盐酸倍他司汀氯化钠注射液,盐酸倍他司汀氯化钠注射液,吲哚美辛巴布膏,详细"
"先天性耳聋","先天性耳聋是指出生后即已存在的耳聋。其可分为遗传性和非遗传性；主要为常染色体隐性遗传，占75% 以上，非遗传性先天性耳聋约占20% ，遗传性耳聋分为非综合征( nonsyndromic )和综合征性 (syndromic) 两大类，分别占80% 和20% 左右。还有一类线粒体病引起的耳聋。非遗传性耳聋可因先天性感染、孕妇代谢因素等所引起。","先天性聋,先天性听力障碍","耳","耳鼻喉科","婴幼儿","听阈上升,招风耳,中枢性耳聋,听力缺陷,听觉障碍","前庭功能,听力检查,耳蜗电图,耳鼻咽喉CT,音叉检查","听力障碍,突发性耳聋,耳聋","手术治疗、人工耳蜗、助听器","维生素B1片,维生素B2片,复方吡拉西坦脑蛋白水解物片,详细"
"乳突炎","乳突炎是乳突气房粘膜及骨质的急性化脓性炎症，多由急性化脓性中耳炎发展而来。","None","耳","耳鼻喉科","儿童多见","耳后乳突水肿,耳鼓膜穿孔","乳突CT,听力检查,血检查","结核性中耳乳突炎,急性化脓性乳突炎,急性乳突炎,慢性乳突炎","药物治疗、手术治疗","盐酸环丙沙星片,注射用羧苄西林钠,注射用头孢呋辛钠,详细"
"外耳道异物","外耳道异物（foreign body in exteRNAl auditory meatus）常见于儿童将豆类、小珠粒、火柴棒头等各种小物塞入外耳道。","异物入耳、百虫入耳、蚰蜒入耳","耳","耳鼻喉科","常见于儿童","耳道异物,耳垂过大,耳鸣,耳痛,听力减退","电测听,耳鼻咽喉CT","小儿细菌感染性口炎,细菌感染性肺炎","药物、手术治疗","盐酸曲美他嗪片,硼酸洗液,盐酸左氧氟沙星滴耳液,详细"
"脑脊液漏","脑脊液漏是指外伤后脑脊液从外耳道、鼻腔或开放创口流出导致颅内感染，而导致一系列临床症状的疾病。","None","颅脑","脑外科,耳鼻喉科","颅脑外伤的患者","脑脊液鼻漏,骶部可有皮赘，形成尾巴,脑脊液鼻漏,眶周瘀斑","磁共振水成像,脑脊液瘘孔定位,颅脑CT,颅骨透照试验","意识障碍","药物治疗、手术治疗","安神补脑液,安神补脑片,参茸白凤丸,详细"
"嗅觉障碍","嗅觉障碍是指部分或全部嗅觉功能下降、丧失或异常。嗅神经为嗅觉上皮穿过筛板到嗅球的神经纤维，嗅觉能力是鼻黏膜中嗅细胞的特性，鼻黏膜、嗅球、嗅丝或中枢神经系统连接部损伤，可能影响嗅觉。临床表现为嗅觉减退、嗅觉丧失、嗅觉缺失、嗅觉倒错、幻嗅和嗅觉刺激敏感性增加。","嗅觉减退","颅脑","神经内科,耳鼻喉科","所有人群","嗅觉倒错,嗅觉过敏,嗅觉丧失,神经失用,嗅觉过敏","尿素氮,脑脊液的化学检查,血液电解质,颅脑CT,颅脑MRI","嗅觉障碍","对因治疗","千柏鼻炎片,益鼻喷雾剂,枸橼酸西地那非片,详细"
